ISSN-year_tag,count_Dimensions,fixed_from,database_Dimensions,database_OpenAlex,count_OpenAlex,year,Dim/OpenAlex,ISSN
2214-5818_2022,305,,Dimensions,OpenAlex,304,2022,1.0032894736842106,2214-5818
2214-5818_2023,316,,Dimensions,OpenAlex,318,2023,0.9937106918238994,2214-5818
2214-594X_2020,46,,Dimensions,OpenAlex,48,2020,0.9583333333333334,2214-594X
2214-594X_2021,54,,Dimensions,OpenAlex,60,2021,0.9,2214-594X
2214-594X_2022,45,,Dimensions,OpenAlex,47,2022,0.9574468085106383,2214-594X
2214-594X_2023,31,,Dimensions,OpenAlex,34,2023,0.9117647058823529,2214-594X
2214-6237_2019,31,,Dimensions,OpenAlex,42,2019,0.7380952380952381,2214-6237
2214-6237_2020,30,,Dimensions,OpenAlex,35,2020,0.8571428571428571,2214-6237
2214-6237_2021,42,,Dimensions,OpenAlex,34,2021,1.2352941176470589,2214-6237
2214-6237_2022,17,,Dimensions,OpenAlex,31,2022,0.5483870967741935,2214-6237
2214-6237_2023,16,,Dimensions,OpenAlex,16,2023,1,2214-6237
2214-6245_2019,7,,Dimensions,OpenAlex,9,2019,0.7777777777777778,2214-6245
2214-6245_2020,17,,Dimensions,OpenAlex,17,2020,1,2214-6245
2214-6245_2021,31,,Dimensions,OpenAlex,31,2021,1,2214-6245
2214-6245_2022,32,,Dimensions,OpenAlex,33,2022,0.9696969696969697,2214-6245
2214-6245_2023,17,,Dimensions,OpenAlex,20,2023,0.85,2214-6245
2214-6628_2019,26,,Dimensions,OpenAlex,33,2019,0.7878787878787878,2214-6628
2214-6628_2020,47,,Dimensions,OpenAlex,52,2020,0.9038461538461539,2214-6628
2214-6628_2021,41,,Dimensions,OpenAlex,44,2021,0.9318181818181818,2214-6628
2214-6628_2022,29,,Dimensions,OpenAlex,35,2022,0.8285714285714286,2214-6628
2214-6628_2023,36,,Dimensions,OpenAlex,38,2023,0.9473684210526315,2214-6628
2214-7160_2019,42,,Dimensions,OpenAlex,44,2019,0.9545454545454546,2214-7160
2214-7160_2020,34,,Dimensions,OpenAlex,34,2020,1,2214-7160
2214-7160_2021,28,,Dimensions,OpenAlex,28,2021,1,2214-7160
2214-7160_2022,38,,Dimensions,OpenAlex,36,2022,1.0555555555555556,2214-7160
2214-7160_2023,29,,Dimensions,OpenAlex,33,2023,0.8787878787878788,2214-7160
2214-7500_2019,154,,Dimensions,OpenAlex,158,2019,0.9746835443037974,2214-7500
2214-7500_2020,197,,Dimensions,OpenAlex,195,2020,1.0102564102564102,2214-7500
2214-7500_2021,210,,Dimensions,OpenAlex,219,2021,0.95890411,2214-7500
2214-7500_2022,224,,Dimensions,OpenAlex,226,2022,0.9911504424778761,2214-7500
2214-7500_2023,132,,Dimensions,OpenAlex,132,2023,1,2214-7500
2214-7519_2019,163,,Dimensions,OpenAlex,175,2019,0.9314285714285714,2214-7519
2214-7519_2020,312,,Dimensions,OpenAlex,328,2020,0.9512195121951219,2214-7519
2214-7519_2021,465,,Dimensions,OpenAlex,477,2021,0.9748427672955975,2214-7519
2214-7519_2022,282,,Dimensions,OpenAlex,295,2022,0.9559322033898305,2214-7519
2214-7519_2023,195,,Dimensions,OpenAlex,200,2023,0.975,2214-7519
2214-7535_2019,13,,Dimensions,OpenAlex,14,2019,0.9285714285714286,2214-7535
2214-7829_2019,67,,Dimensions,OpenAlex,80,2019,0.8375,2214-7829
2214-7829_2020,57,,Dimensions,OpenAlex,59,2020,0.9661016949152542,2214-7829
2214-7829_2021,127,,Dimensions,OpenAlex,128,2021,0.9921875,2214-7829
2214-7829_2022,98,,Dimensions,OpenAlex,96,2022,1.0208333333333333,2214-7829
2214-7829_2023,95,,Dimensions,OpenAlex,92,2023,1.0326086956521738,2214-7829
2214-8450_2022,121,,Dimensions,OpenAlex,121,2022,1,2214-8450
2214-8450_2023,112,,Dimensions,OpenAlex,119,2023,0.9411764705882353,2214-8450
2214-854X_2019,13,,Dimensions,OpenAlex,14,2019,0.9285714285714286,2214-854X
2214-854X_2020,32,,Dimensions,OpenAlex,31,2020,1.032258064516129,2214-854X
2214-854X_2021,70,,Dimensions,OpenAlex,71,2021,0.9859154929577465,2214-854X
2214-854X_2022,50,,Dimensions,OpenAlex,53,2022,0.9433962264150944,2214-854X
2214-854X_2023,39,,Dimensions,OpenAlex,40,2023,0.975,2214-854X
2214-9112_2019,57,,Dimensions,OpenAlex,57,2019,1,2214-9112
2214-9112_2020,101,,Dimensions,OpenAlex,99,2020,1.02020202,2214-9112
2214-9112_2021,77,,Dimensions,OpenAlex,90,2021,0.8555555555555555,2214-9112
2214-9112_2022,80,,Dimensions,OpenAlex,89,2022,0.898876404,2214-9112
2214-9112_2023,87,,Dimensions,OpenAlex,84,2023,1.0357142857142858,2214-9112
2215-0013_2019,37,,Dimensions,OpenAlex,22,2019,1.6818181818181819,2215-0013
2215-0013_2020,20,,Dimensions,OpenAlex,37,2020,0.5405405405405406,2215-0013
2215-0013_2021,39,,Dimensions,OpenAlex,27,2021,1.4444444444444444,2215-0013
2215-0013_2022,39,,Dimensions,OpenAlex,54,2022,0.7222222222222222,2215-0013
2215-0013_2023,22,,Dimensions,OpenAlex,21,2023,1.0476190476190477,2215-0013
2215-0161_2019,333,,Dimensions,OpenAlex,310,2019,1.0741935483870968,2215-0161
2215-0161_2020,410,,Dimensions,OpenAlex,451,2020,0.9090909090909091,2215-0161
2215-0161_2021,389,,Dimensions,OpenAlex,412,2021,0.9441747572815534,2215-0161
2215-0161_2022,355,,Dimensions,OpenAlex,327,2022,1.0856269113149848,2215-0161
2215-0161_2023,530,,Dimensions,OpenAlex,532,2023,0.9962406015037594,2215-0161
2215-017X_2019,112,,Dimensions,OpenAlex,103,2019,1.087378640776699,2215-017X
2215-017X_2020,155,,Dimensions,OpenAlex,168,2020,0.9226190476190477,2215-017X
2215-017X_2021,113,,Dimensions,OpenAlex,115,2021,0.9826086956521739,2215-017X
2215-017X_2022,75,,Dimensions,OpenAlex,77,2022,0.974025974,2215-017X
2215-017X_2023,43,,Dimensions,OpenAlex,41,2023,1.048780487804878,2215-017X
2215-0382_2022,127,,Dimensions,OpenAlex,128,2022,0.9921875,2215-0382
2215-0382_2023,73,,Dimensions,OpenAlex,73,2023,1,2215-0382
2215-0390_2019,11,,Dimensions,OpenAlex,11,2019,1,2215-0390
2215-0390_2020,14,,Dimensions,OpenAlex,14,2020,1,2215-0390
2215-0390_2021,8,,Dimensions,OpenAlex,8,2021,1,2215-0390
2215-0390_2022,20,,Dimensions,OpenAlex,19,2022,1.0526315789473684,2215-0390
2215-0390_2023,56,,Dimensions,OpenAlex,57,2023,0.9824561403508771,2215-0390
2215-0986_2023,147,,Dimensions,OpenAlex,149,2023,0.9865771812080537,2215-0986
2218-0532_2019,34,,Dimensions,OpenAlex,36,2019,0.9444444444444444,2218-0532
2218-0532_2020,57,,Dimensions,OpenAlex,60,2020,0.95,2218-0532
2218-0532_2021,51,,Dimensions,OpenAlex,52,2021,0.9807692307692307,2218-0532
2218-0532_2022,72,,Dimensions,OpenAlex,73,2022,0.9863013698630136,2218-0532
2218-0532_2023,55,,Dimensions,OpenAlex,56,2023,0.9821428571428571,2218-0532
2218-1989_2019,318,,Dimensions,OpenAlex,319,2019,0.9968652037617555,2218-1989
2218-1989_2020,515,,Dimensions,OpenAlex,519,2020,0.9922928709055877,2218-1989
2218-1989_2021,882,,Dimensions,OpenAlex,892,2021,0.9887892376681614,2218-1989
2218-1989_2022,1322,,Dimensions,OpenAlex,1324,2022,0.9984894259818731,2218-1989
2218-1989_2023,1154,,Dimensions,OpenAlex,1154,2023,1,2218-1989
2218-1997_2019,221,,Dimensions,OpenAlex,227,2019,0.973568282,2218-1997
2218-1997_2020,231,,Dimensions,OpenAlex,242,2020,0.9545454545454546,2218-1997
2218-1997_2021,516,,Dimensions,OpenAlex,527,2021,0.9791271347248577,2218-1997
2218-1997_2022,650,,Dimensions,OpenAlex,669,2022,0.9715994020926756,2218-1997
2218-1997_2023,501,,Dimensions,OpenAlex,511,2023,0.9804305283757339,2218-1997
2218-2004_2019,103,,Dimensions,OpenAlex,104,2019,0.9903846153846154,2218-2004
2218-2004_2020,91,,Dimensions,OpenAlex,93,2020,0.978494624,2218-2004
2218-2004_2021,115,,Dimensions,OpenAlex,119,2021,0.9663865546218487,2218-2004
2218-2004_2022,152,,Dimensions,OpenAlex,157,2022,0.9681528662420382,2218-2004
2218-2004_2023,145,,Dimensions,OpenAlex,151,2023,0.9602649006622517,2218-2004
2218-273X_2019,941,,Dimensions,OpenAlex,942,2019,0.9989384288747346,2218-273X
2218-273X_2020,1659,,Dimensions,OpenAlex,1674,2020,0.9910394265232975,2218-273X
2218-273X_2021,1868,,Dimensions,OpenAlex,1875,2021,0.9962666666666666,2218-273X
2218-273X_2022,1882,,Dimensions,OpenAlex,1883,2022,0.9994689325544344,2218-273X
2218-273X_2023,1732,,Dimensions,OpenAlex,1733,2023,0.9994229659549914,2218-273X
2218-6581_2019,99,,Dimensions,OpenAlex,103,2019,0.9611650485436893,2218-6581
2218-6581_2020,113,,Dimensions,OpenAlex,116,2020,0.9741379310344828,2218-6581
2218-6581_2021,132,,Dimensions,OpenAlex,133,2021,0.9924812030075187,2218-6581
2218-6581_2022,152,,Dimensions,OpenAlex,153,2022,0.9934640522875817,2218-6581
2218-6581_2023,172,,Dimensions,OpenAlex,175,2023,0.9828571428571429,2218-6581
2220-9964_2019,577,,Dimensions,OpenAlex,589,2019,0.9796264855687606,2220-9964
2220-9964_2020,744,,Dimensions,OpenAlex,761,2020,0.9776609724047306,2220-9964
2220-9964_2021,850,,Dimensions,OpenAlex,855,2021,0.9941520467836257,2220-9964
2220-9964_2022,593,,Dimensions,OpenAlex,609,2022,0.9737274220032841,2220-9964
2220-9964_2023,503,,Dimensions,OpenAlex,508,2023,0.9901574803149606,2220-9964
2221-3759_2019,20,,Dimensions,OpenAlex,21,2019,0.9523809523809523,2221-3759
2221-3759_2020,31,,Dimensions,OpenAlex,32,2020,0.96875,2221-3759
2221-3759_2021,57,,Dimensions,OpenAlex,59,2021,0.9661016949152542,2221-3759
2221-3759_2022,51,,Dimensions,OpenAlex,52,2022,0.9807692307692307,2221-3759
2221-3759_2023,41,,Dimensions,OpenAlex,41,2023,1,2221-3759
2223-7747_2019,654,,Dimensions,OpenAlex,655,2019,0.9984732824427481,2223-7747
2223-7747_2020,1817,,Dimensions,OpenAlex,1822,2020,0.9972557628979144,2223-7747
2223-7747_2021,2846,,Dimensions,OpenAlex,2866,2021,0.9930216329378926,2223-7747
2223-7747_2022,3609,,Dimensions,OpenAlex,3612,2022,0.9991694352159468,2223-7747
2223-7747_2023,4081,,Dimensions,OpenAlex,4083,2023,0.9995101640950281,2223-7747
2224-2708_2019,56,,Dimensions,OpenAlex,58,2019,0.9655172413793104,2224-2708
2224-2708_2020,55,,Dimensions,OpenAlex,59,2020,0.9322033898305084,2224-2708
2224-2708_2021,67,,Dimensions,OpenAlex,73,2021,0.9178082191780822,2224-2708
2224-2708_2022,84,,Dimensions,OpenAlex,88,2022,0.9545454545454546,2224-2708
2224-2708_2023,72,,Dimensions,OpenAlex,77,2023,0.935064935,2224-2708
2225-1146_2019,49,,Dimensions,OpenAlex,50,2019,0.98,2225-1146
2225-1146_2020,42,,Dimensions,OpenAlex,45,2020,0.9333333333333333,2225-1146
2225-1146_2021,44,,Dimensions,OpenAlex,47,2021,0.9361702127659575,2225-1146
2225-1146_2022,33,,Dimensions,OpenAlex,37,2022,0.8918918918918919,2225-1146
2225-1146_2023,25,,Dimensions,OpenAlex,27,2023,0.9259259259259259,2225-1146
2225-1154_2019,142,,Dimensions,OpenAlex,147,2019,0.9659863945578231,2225-1154
2225-1154_2020,144,,Dimensions,OpenAlex,152,2020,0.9473684210526315,2225-1154
2225-1154_2021,174,,Dimensions,OpenAlex,177,2021,0.9830508474576272,2225-1154
2225-1154_2022,203,,Dimensions,OpenAlex,209,2022,0.9712918660287081,2225-1154
2225-1154_2023,238,,Dimensions,OpenAlex,240,2023,0.9916666666666667,2225-1154
2226-4310_2019,128,,Dimensions,OpenAlex,135,2019,0.9481481481481482,2226-4310
2226-4310_2020,183,,Dimensions,OpenAlex,191,2020,0.9581151832460733,2226-4310
2226-4310_2021,406,,Dimensions,OpenAlex,413,2021,0.9830508474576272,2226-4310
2226-4310_2022,860,,Dimensions,OpenAlex,863,2022,0.996523754,2226-4310
2226-4310_2023,1046,,Dimensions,OpenAlex,1048,2023,0.9980916030534351,2226-4310
2226-471X_2019,90,,Dimensions,OpenAlex,94,2019,0.9574468085106383,2226-471X
2226-471X_2020,75,,Dimensions,OpenAlex,79,2020,0.9493670886075949,2226-471X
2226-471X_2021,199,,Dimensions,OpenAlex,210,2021,0.9476190476190476,2226-471X
2226-471X_2022,317,,Dimensions,OpenAlex,324,2022,0.9783950617283951,2226-471X
2226-471X_2023,275,,Dimensions,OpenAlex,293,2023,0.9385665529010239,2226-471X
2226-4787_2019,161,,Dimensions,OpenAlex,163,2019,0.9877300613496932,2226-4787
2226-4787_2020,239,,Dimensions,OpenAlex,241,2020,0.991701245,2226-4787
2226-4787_2021,195,,Dimensions,OpenAlex,200,2021,0.975,2226-4787
2226-4787_2022,176,,Dimensions,OpenAlex,178,2022,0.9887640449438202,2226-4787
2226-4787_2023,184,,Dimensions,OpenAlex,184,2023,1,2226-4787
2226-5856_2021,32,,Dimensions,OpenAlex,36,2021,0.8888888888888888,2226-5856
2226-5856_2022,40,,Dimensions,OpenAlex,46,2022,0.8695652173913043,2226-5856
2226-5856_2023,29,,Dimensions,OpenAlex,42,2023,0.6904761904761905,2226-5856
2227-7072_2019,65,,Dimensions,OpenAlex,68,2019,0.9558823529411765,2227-7072
2227-7072_2020,79,,Dimensions,OpenAlex,80,2020,0.9875,2227-7072
2227-7072_2021,75,,Dimensions,OpenAlex,76,2021,0.9868421052631579,2227-7072
2227-7072_2022,121,,Dimensions,OpenAlex,122,2022,0.9918032786885246,2227-7072
2227-7072_2023,140,,Dimensions,OpenAlex,141,2023,0.9929078014184397,2227-7072
2227-7080_2019,83,,Dimensions,OpenAlex,84,2019,0.9880952380952381,2227-7080
2227-7080_2020,78,,Dimensions,OpenAlex,79,2020,0.9873417721518988,2227-7080
2227-7080_2021,100,,Dimensions,OpenAlex,102,2021,0.9803921568627451,2227-7080
2227-7080_2022,132,,Dimensions,OpenAlex,137,2022,0.9635036496350365,2227-7080
2227-7080_2023,177,,Dimensions,OpenAlex,180,2023,0.9833333333333333,2227-7080
2227-7099_2019,118,,Dimensions,OpenAlex,120,2019,0.9833333333333333,2227-7099
2227-7099_2020,106,,Dimensions,OpenAlex,108,2020,0.9814814814814815,2227-7099
2227-7099_2021,214,,Dimensions,OpenAlex,215,2021,0.9953488372093023,2227-7099
2227-7099_2022,323,,Dimensions,OpenAlex,325,2022,0.9938461538461538,2227-7099
2227-7099_2023,304,,Dimensions,OpenAlex,307,2023,0.990228013,2227-7099
2227-7102_2019,297,,Dimensions,OpenAlex,311,2019,0.954983923,2227-7102
2227-7102_2020,380,,Dimensions,OpenAlex,394,2020,0.9644670050761421,2227-7102
2227-7102_2021,823,,Dimensions,OpenAlex,839,2021,0.9809296781883194,2227-7102
2227-7102_2022,946,,Dimensions,OpenAlex,966,2022,0.979296066,2227-7102
2227-7102_2023,1240,,Dimensions,OpenAlex,1256,2023,0.9872611464968153,2227-7102
2227-7382_2019,29,,Dimensions,OpenAlex,33,2019,0.8787878787878788,2227-7382
2227-7382_2020,35,,Dimensions,OpenAlex,37,2020,0.9459459459459459,2227-7382
2227-7382_2021,49,,Dimensions,OpenAlex,50,2021,0.98,2227-7382
2227-7382_2022,36,,Dimensions,OpenAlex,37,2022,0.972972973,2227-7382
2227-7382_2023,40,,Dimensions,OpenAlex,40,2023,1,2227-7382
2227-7390_2019,1234,,Dimensions,OpenAlex,1251,2019,0.9864108713029577,2227-7390
2227-7390_2020,2296,,Dimensions,OpenAlex,2305,2020,0.9960954446854664,2227-7390
2227-7390_2021,3351,,Dimensions,OpenAlex,3370,2021,0.9943620178041543,2227-7390
2227-7390_2022,4881,,Dimensions,OpenAlex,4930,2022,0.9900608519269777,2227-7390
2227-7390_2023,4885,,Dimensions,OpenAlex,4935,2023,0.9898682877406282,2227-7390
2227-9032_2019,169,,Dimensions,OpenAlex,171,2019,0.9883040935672515,2227-9032
2227-9032_2020,587,,Dimensions,OpenAlex,595,2020,0.9865546218487395,2227-9032
2227-9032_2021,1793,,Dimensions,OpenAlex,1808,2021,0.9917035398230089,2227-9032
2227-9032_2022,2596,,Dimensions,OpenAlex,2611,2022,0.9942550746840291,2227-9032
2227-9032_2023,3110,,Dimensions,OpenAlex,3118,2023,0.9974342527261065,2227-9032
2227-9040_2019,69,,Dimensions,OpenAlex,71,2019,0.971830986,2227-9040
2227-9040_2020,133,,Dimensions,OpenAlex,137,2020,0.9708029197080292,2227-9040
2227-9040_2021,367,,Dimensions,OpenAlex,369,2021,0.994579946,2227-9040
2227-9040_2022,552,,Dimensions,OpenAlex,560,2022,0.9857142857142858,2227-9040
2227-9040_2023,548,,Dimensions,OpenAlex,556,2023,0.9856115107913669,2227-9040
2227-9059_2019,94,,Dimensions,OpenAlex,98,2019,0.9591836734693877,2227-9059
2227-9059_2020,656,,Dimensions,OpenAlex,659,2020,0.9954476479514416,2227-9059
2227-9059_2021,1992,,Dimensions,OpenAlex,2004,2021,0.9940119760479041,2227-9059
2227-9059_2022,3247,,Dimensions,OpenAlex,3250,2022,0.9990769230769231,2227-9059
2227-9059_2023,3274,,Dimensions,OpenAlex,3277,2023,0.9990845285321941,2227-9059
2227-9067_2019,130,,Dimensions,OpenAlex,131,2019,0.9923664122137404,2227-9067
2227-9067_2020,323,,Dimensions,OpenAlex,324,2020,0.9969135802469136,2227-9067
2227-9067_2021,1195,,Dimensions,OpenAlex,1214,2021,0.984349259,2227-9067
2227-9067_2022,1997,,Dimensions,OpenAlex,2006,2022,0.9955134596211366,2227-9067
2227-9067_2023,1851,,Dimensions,OpenAlex,1860,2023,0.9951612903225806,2227-9067
2227-9091_2019,122,,Dimensions,OpenAlex,126,2019,0.9682539682539683,2227-9091
2227-9091_2020,141,,Dimensions,OpenAlex,143,2020,0.986013986,2227-9091
2227-9091_2021,223,,Dimensions,OpenAlex,226,2021,0.9867256637168141,2227-9091
2227-9091_2022,238,,Dimensions,OpenAlex,244,2022,0.9754098360655737,2227-9091
2227-9091_2023,213,,Dimensions,OpenAlex,218,2023,0.9770642201834863,2227-9091
2227-9709_2019,50,,Dimensions,OpenAlex,51,2019,0.9803921568627451,2227-9709
2227-9709_2020,55,,Dimensions,OpenAlex,57,2020,0.9649122807017544,2227-9709
2227-9709_2021,88,,Dimensions,OpenAlex,90,2021,0.9777777777777777,2227-9709
2227-9709_2022,99,,Dimensions,OpenAlex,100,2022,0.99,2227-9709
2227-9709_2023,88,,Dimensions,OpenAlex,90,2023,0.9777777777777777,2227-9709
2227-9717_2019,977,,Dimensions,OpenAlex,995,2019,0.9819095477386934,2227-9717
2227-9717_2020,1702,,Dimensions,OpenAlex,1732,2020,0.9826789838337182,2227-9717
2227-9717_2021,2249,,Dimensions,OpenAlex,2295,2021,0.9799564270152505,2227-9717
2227-9717_2022,2737,,Dimensions,OpenAlex,2782,2022,0.983824587,2227-9717
2227-9717_2023,3355,,Dimensions,OpenAlex,3433,2023,0.977279348,2227-9717
2229-0443_2019,21,,Dimensions,OpenAlex,21,2019,1,2229-0443
2229-0443_2020,15,,Dimensions,OpenAlex,18,2020,0.8333333333333334,2229-0443
2229-0443_2021,33,,Dimensions,OpenAlex,34,2021,0.9705882352941176,2229-0443
2229-0443_2022,60,,Dimensions,OpenAlex,62,2022,0.967741935,2229-0443
2229-0443_2023,50,,Dimensions,OpenAlex,54,2023,0.9259259259259259,2229-0443
2233-7660_2019,31,,Dimensions,OpenAlex,31,2019,1,2233-7660
2234-1315_2019,61,,Dimensions,OpenAlex,63,2019,0.9682539682539683,2234-1315
2234-1315_2020,59,,Dimensions,OpenAlex,61,2020,0.9672131147540983,2234-1315
2234-1315_2021,50,,Dimensions,OpenAlex,52,2021,0.9615384615384616,2234-1315
2234-1315_2022,69,,Dimensions,OpenAlex,72,2022,0.9583333333333334,2234-1315
2234-1315_2023,72,,Dimensions,OpenAlex,73,2023,0.9863013698630136,2234-1315
2234-1757_2019,31,,Dimensions,OpenAlex,31,2019,1,2234-1757
2234-1757_2020,30,,Dimensions,OpenAlex,30,2020,1,2234-1757
2234-1757_2021,39,,Dimensions,OpenAlex,45,2021,0.8666666666666667,2234-1757
2234-943X_2019,1433,,Dimensions,OpenAlex,1465,2019,0.9781569965870307,2234-943X
2234-943X_2020,2835,,Dimensions,OpenAlex,2899,2020,0.9779234218696102,2234-943X
2234-943X_2021,5725,,Dimensions,OpenAlex,5824,2021,0.9830013736263736,2234-943X
2234-943X_2022,7225,,Dimensions,OpenAlex,7318,2022,0.9872916097294343,2234-943X
2234-943X_2023,4410,,Dimensions,OpenAlex,4502,2023,0.9795646379386939,2234-943X
2235-2988_2019,433,,Dimensions,OpenAlex,435,2019,0.9954022988505747,2235-2988
2235-2988_2020,823,,Dimensions,OpenAlex,827,2020,0.9951632406287787,2235-2988
2235-2988_2021,1346,,Dimensions,OpenAlex,1353,2021,0.9948263118994827,2235-2988
2235-2988_2022,1937,,Dimensions,OpenAlex,1948,2022,0.994353183,2235-2988
2235-2988_2023,1344,,Dimensions,OpenAlex,1350,2023,0.9955555555555555,2235-2988
2238-7854_2019,636,,Dimensions,OpenAlex,637,2019,0.9984301412872841,2238-7854
2238-7854_2020,1465,,Dimensions,OpenAlex,1466,2020,0.9993178717598908,2238-7854
2238-7854_2021,1519,,Dimensions,OpenAlex,1522,2021,0.9980289093298291,2238-7854
2238-7854_2022,1956,,Dimensions,OpenAlex,1960,2022,0.9979591836734694,2238-7854
2238-7854_2023,3281,,Dimensions,OpenAlex,3288,2023,0.9978710462287105,2238-7854
2241-5793_2019,18,,Dimensions,OpenAlex,18,2019,1,2241-5793
2241-5793_2020,17,,Dimensions,OpenAlex,19,2020,0.8947368421052632,2241-5793
2241-5793_2021,23,,Dimensions,OpenAlex,23,2021,1,2241-5793
2253-6574_2023,17,,Dimensions,OpenAlex,17,2023,1,2253-6574
2254-9625_2019,42,,Dimensions,OpenAlex,43,2019,0.9767441860465116,2254-9625
2254-9625_2020,56,,Dimensions,OpenAlex,58,2020,0.9655172413793104,2254-9625
2254-9625_2021,117,,Dimensions,OpenAlex,118,2021,0.9915254237288136,2254-9625
2254-9625_2022,123,,Dimensions,OpenAlex,125,2022,0.984,2254-9625
2254-9625_2023,200,,Dimensions,OpenAlex,200,2023,1,2254-9625
2287-8882_2023,29,,Dimensions,OpenAlex,40,2023,0.725,2287-8882
2288-1220_2019,43,,Dimensions,OpenAlex,46,2019,0.9347826086956522,2288-1220
2288-1220_2020,29,,Dimensions,OpenAlex,31,2020,0.9354838709677419,2288-1220
2288-1220_2021,32,,Dimensions,OpenAlex,33,2021,0.9696969696969697,2288-1220
2288-8586_2019,57,,Dimensions,OpenAlex,58,2019,0.9827586206896551,2288-8586
2288-8586_2020,39,,Dimensions,OpenAlex,39,2020,1,2288-8586
2288-8586_2021,39,,Dimensions,OpenAlex,42,2021,0.9285714285714286,2288-8586
2288-8586_2022,37,,Dimensions,OpenAlex,37,2022,1,2288-8586
2288-8586_2023,38,,Dimensions,OpenAlex,38,2023,1,2288-8586
2291-2797_2023,26,,Dimensions,OpenAlex,26,2023,1,2291-2797
2296-2360_2019,521,,Dimensions,OpenAlex,532,2019,0.9793233082706767,2296-2360
2296-2360_2020,852,,Dimensions,OpenAlex,884,2020,0.9638009049773756,2296-2360
2296-2360_2021,1567,,Dimensions,OpenAlex,1600,2021,0.979375,2296-2360
2296-2360_2022,2287,,Dimensions,OpenAlex,2338,2022,0.9781864841745082,2296-2360
2296-2360_2023,1622,,Dimensions,OpenAlex,1652,2023,0.9818401937046005,2296-2360
2296-2565_2019,366,,Dimensions,OpenAlex,381,2019,0.9606299212598425,2296-2565
2296-2565_2020,874,,Dimensions,OpenAlex,933,2020,0.9367631296891747,2296-2565
2296-2565_2021,2132,,Dimensions,OpenAlex,2197,2021,0.9704142011834319,2296-2565
2296-2565_2022,4991,,Dimensions,OpenAlex,5110,2022,0.9767123287671233,2296-2565
2296-2565_2023,4323,,Dimensions,OpenAlex,4412,2023,0.979827743,2296-2565
2296-2646_2019,867,,Dimensions,OpenAlex,869,2019,0.997698504,2296-2646
2296-2646_2020,1193,,Dimensions,OpenAlex,1198,2020,0.9958263772954925,2296-2646
2296-2646_2021,1140,,Dimensions,OpenAlex,1144,2021,0.9965034965034965,2296-2646
2296-2646_2022,1594,,Dimensions,OpenAlex,1600,2022,0.99625,2296-2646
2296-2646_2023,679,,Dimensions,OpenAlex,681,2023,0.9970631424375918,2296-2646
2296-3529_2020,19,,Dimensions,OpenAlex,21,2020,0.9047619047619048,2296-3529
2296-3529_2021,57,,Dimensions,OpenAlex,59,2021,0.9661016949152542,2296-3529
2296-3529_2022,45,,Dimensions,OpenAlex,46,2022,0.9782608695652174,2296-3529
2296-3529_2023,37,,Dimensions,OpenAlex,38,2023,0.9736842105263158,2296-3529
2296-4185_2019,420,,Dimensions,OpenAlex,424,2019,0.9905660377358491,2296-4185
2296-4185_2020,1447,,Dimensions,OpenAlex,1459,2020,0.9917751884852639,2296-4185
2296-4185_2021,1371,,Dimensions,OpenAlex,1382,2021,0.992040521,2296-4185
2296-4185_2022,2378,,Dimensions,OpenAlex,2405,2022,0.9887733887733888,2296-4185
2296-4185_2023,1558,,Dimensions,OpenAlex,1574,2023,0.9898348157560356,2296-4185
2296-424X_2019,210,,Dimensions,OpenAlex,218,2019,0.963302752,2296-424X
2296-424X_2020,572,,Dimensions,OpenAlex,589,2020,0.9711375212224108,2296-424X
2296-424X_2021,785,,Dimensions,OpenAlex,793,2021,0.9899117276166457,2296-424X
2296-424X_2022,1340,,Dimensions,OpenAlex,1353,2022,0.9903917220990391,2296-424X
2296-424X_2023,830,,Dimensions,OpenAlex,841,2023,0.9869203329369798,2296-424X
2296-598X_2019,149,,Dimensions,OpenAlex,150,2019,0.9933333333333333,2296-598X
2296-598X_2020,333,,Dimensions,OpenAlex,345,2020,0.9652173913043478,2296-598X
2296-598X_2021,883,,Dimensions,OpenAlex,899,2021,0.982202447,2296-598X
2296-598X_2022,1677,,Dimensions,OpenAlex,1726,2022,0.9716106604866744,2296-598X
2296-598X_2023,1224,,Dimensions,OpenAlex,1248,2023,0.9807692307692307,2296-598X
2296-634X_2019,333,,Dimensions,OpenAlex,336,2019,0.9910714285714286,2296-634X
2296-634X_2020,1598,,Dimensions,OpenAlex,1620,2020,0.9864197530864197,2296-634X
2296-634X_2021,3711,,Dimensions,OpenAlex,3743,2021,0.9914507079882448,2296-634X
2296-634X_2022,2517,,Dimensions,OpenAlex,2542,2022,0.9901652242328874,2296-634X
2296-634X_2023,1161,,Dimensions,OpenAlex,1181,2023,0.983065199,2296-634X
2296-6463_2019,323,,Dimensions,OpenAlex,332,2019,0.9728915662650602,2296-6463
2296-6463_2020,593,,Dimensions,OpenAlex,594,2020,0.9983164983164983,2296-6463
2296-6463_2021,1326,,Dimensions,OpenAlex,1341,2021,0.9888143176733781,2296-6463
2296-6463_2022,2061,,Dimensions,OpenAlex,2080,2022,0.9908653846153846,2296-6463
2296-6463_2023,1830,,Dimensions,OpenAlex,1844,2023,0.9924078091106291,2296-6463
2296-665X_2019,191,,Dimensions,OpenAlex,195,2019,0.9794871794871794,2296-665X
2296-665X_2020,262,,Dimensions,OpenAlex,267,2020,0.9812734082397003,2296-665X
